Date,HStart,HEnd,Matière,Type,Location,Groupe,Enseignant,,,,,,,
2023-10-17:,09:00:00,10:00:00,SAE11,TP5,B7,1ATP5,GIRAUD NADINE,,(Updated,17/10/2023 10,35),,,
2023-09-22:,13:30:00,15:30:00,Soutien math/info,,"B6,A5",1ATDB,,(Updated,18/09/2023 17,53),,,,
2023-09-14:,13:30:00,15:30:00,PPP1,TDB,B7,1ATDB,GIRAUD NADINE,,(Updated,30/08/2023 11,50),,,
2024-01-23:,09:00:00,11:00:00,SAE15,TDB-PT,"A5bis,B6",1ATDB,,(Updated,27/11/2023 16,23),,,,
2023-11-28:,07:00:00,08:00:00,RLAN1,Cours,A5-A5bis,1A,FREITAS ANTONIO,,(Updated,15/11/2023 15,53),,,
2023-10-06:,14:00:00,16:00:00,Soutien math/info,,"C5,A5",1ATDC,,(Updated,28/09/2023 13,58),,,,
2024-01-16:,09:00:00,11:00:00,SAE15,TDB,B8,1ATDB,HABACHI OUSSAMA,,(Updated,18/12/2023 10,38),,,
2023-09-19:,11:30:00,13:30:00,Prog1,TDA,B3,1ATDA,SIGURET ARNAUD,,(Updated,11/07/2023 17,09),,,
2023-10-24:,13:30:00,15:30:00,Anglais1,TP1,Labo multimédia A105,1ATP1,GORDON NATHALIE,,(Updated,21/10/2023 13,33),,,
2023-12-19:,12:30:00,14:30:00,Prog1,TP1,B6,1ATP1,SIGURET ARNAUD,,(Updated,19/12/2023 09,57),,,
2023-11-09:,14:30:00,16:30:00,Anglais1,TP1,Labo multimédia A105,1ATP1,GORDON NATHALIE,,(Updated,21/10/2023 13,33),,,
2023-10-17:,08:00:00,09:00:00,SAE11,TP5,B7,1ATP5,GIRAUD NADINE,,(Updated,17/10/2023 10,35),,,
2023-10-03:,08:00:00,10:00:00,SAE12,TP1,C7,1ATP1,HERNANDEZ SEBASTIEN,,(Updated,25/09/2023 17,19),,,
2023-12-07:,09:00:00,11:00:00,Prog1,TP2,B8,1ATP2,ZAYENE MARIEM,,(Updated,09/11/2023 12,58),,,
2023-09-26:,15:30:00,17:30:00,Soutien math/info,,"B3,A6",1ATDB,,(Updated,25/09/2023 13,15),,,,
2023-11-22:,09:00:00,11:00:00,SAE15,TDB-PT,"B6,B4",1ATDB,,(Updated,15/11/2023 12,31),,,,
2023-11-09:,12:00:00,15:00:00,Elec1,TP3,B1bis,1ATP3,CAPALLERA FLORENCE,,(Updated,07/11/2023 17,40),,,
2023-12-04:,12:30:00,14:30:00,RLAN1,TDA,C1bis,1ATDA,FREITAS ANTONIO,,(Updated,28/11/2023 18,29),,,
2024-01-09:,15:00:00,17:00:00,SAE15,TP2,B3,1ATP2,HAYEK FREDERIC,,(Updated,27/11/2023 16,18),,,
2023-10-03:,08:00:00,10:00:00,Syst1,TDB,B3,1ATDB,JACQUET FREDERIQUE,,(Updated,25/09/2023 17,19),,,
2023-10-17:,12:30:00,13:30:00,SAE11,TP1,B7,1ATP1,GIRAUD NADINE,,(Updated,28/09/2023 11,31),,,
2023-10-18:,08:00:00,10:00:00,Web1,TDB,B3,1ATDB,HABACHI OUSSAMA,,(Updated,28/09/2023 11,14),,,
2023-11-20:,15:00:00,18:00:00,Archi-Sys1,TP5,C5,1ATP5,PERRIOT ROMAIN,,(Updated,14/11/2023 10,28),,,
2023-12-19:,12:00:00,15:00:00,Archi-Rés1,TP2,C1bis,1ATP2,HERNANDEZ SEBASTIEN,,(Updated,05/12/2023 11,40),,,
2023-12-08:,08:00:00,11:00:00,Telecom1,TP2,C1,1ATP2,CAPALLERA FLORENCE,,(Updated,09/11/2023 12,48),,,
2023-11-08:,12:30:00,14:30:00,Anglais1,TP5,B2,1ATP5,BEIGNON D AGOSTINO LAURE,,(Updated,29/10/2023 18,04),,,
2023-10-11:,13:30:00,16:30:00,Init-Rés1,TP2,B8,1ATP2,HERNANDEZ SEBASTIEN,,(Updated,25/09/2023 17,04),,,
2023-10-20:,11:30:00,13:30:00,Init-Rés1,TDC,B8,1ATDC,FREITAS ANTONIO,,(Updated,28/09/2023 11,50),,,
2024-01-09:,12:00:00,15:00:00,RLAN1,TP2,C7,1ATP2,FREITAS ANTONIO,,(Updated,27/11/2023 15,28),,,
2023-12-07:,07:00:00,09:00:00,Anglais1,TP3,B2,1ATP3,BEIGNON D AGOSTINO LAURE,,(Updated,09/11/2023 16,00),,,
2023-10-04:,14:30:00,17:30:00,Init-Rés1,TP1,C1bis,1ATP1,BROS LAURENT,,(Updated,25/09/2023 13,00),,,
2023-11-08:,09:00:00,11:00:00,Prog1,TP3,B8,1ATP3,ZAYENE MARIEM,,(Updated,07/11/2023 17,02),,,
2024-01-23:,12:30:00,14:30:00,SAE15,TP1,B6,1ATP1,HABACHI OUSSAMA,,(Updated,27/11/2023 16,23),,,
2023-09-14:,08:00:00,10:00:00,Prog1,TDB,B3,1ATDB,SIGURET ARNAUD,,(Updated,10/07/2023 12,58),,,
2024-01-22:,12:00:00,15:00:00,RLAN1 Exam,TP3,C7,1ATP3,HERNANDEZ SEBASTIEN,,(Updated,27/11/2023 15,00),,,
2023-11-15:,12:30:00,14:30:00,Archi-Rés1,TDC,C5,1ATDC,FREITAS ANTONIO,,(Updated,14/11/2023 09,59),,,
2023-11-24:,07:00:00,09:00:00,SAE15,TP5-Bash,C5,1ATP5,JACQUET FREDERIQUE,,(Updated,27/11/2023 16,15),,,
2023-12-21:,12:30:00,14:30:00,SAE14,TDA-PT,"B6,B3",1ATDA,,(Updated,05/12/2023 11,41),,,,
2023-11-27:,09:00:00,11:00:00,Math-Trans1,TDB,A5bis,1ATDB,BENGANA FAYCAL,,(Updated,25/10/2023 11,47),,,
2023-10-24:,12:30:00,13:30:00,SAE11,TP4,B8,1ATP4,JACQUET FREDERIQUE,,(Updated,10/10/2023 13,34),,,
2024-01-17:,12:00:00,15:00:00,RLAN1,TP1,B8,1ATP1,CHEBBI SAMAR,,(Updated,27/11/2023 15,27),,,
2023-10-25:,12:30:00,13:30:00,SAE11,TP3,B8,1ATP3,JACQUET FREDERIQUE,,(Updated,10/10/2023 18,29),,,
2023-12-06:,07:00:00,09:00:00,Com1,TP2,B7,1ATP2,GIRAUD NADINE,,(Updated,09/11/2023 16,02),,,
2023-10-03:,11:30:00,13:30:00,Syst1,TDC,C5,1ATDC,JACQUET FREDERIQUE,,(Updated,25/09/2023 13,44),,,
2024-02-01:,12:30:00,14:30:00,Télécoms2,TDA,A5bis,1ATDA,CAPALLERA FLORENCE,,(Updated,09/01/2024 10,25),,,
2023-10-11:,11:30:00,13:30:00,Com1,TDC,B7,1ATDC,GIRAUD NADINE,,(Updated,25/09/2023 16,38),,,
2024-01-15:,12:30:00,14:30:00,SAE14,TP5,B7,1ATP5,GIRAUD NADINE,,(Updated,20/12/2023 09,59),,,
2023-10-20:,06:00:00,08:00:00,Anglais1,TP5,B2,1ATP5,BEIGNON D AGOSTINO LAURE,,(Updated,05/10/2023 18,32),,,
2023-11-16:,07:00:00,09:00:00,Web1,TDC,B8,1ATDC,PERRIOT ROMAIN,,(Updated,12/11/2023 17,57),,,
2023-11-23:,12:30:00,14:30:00,Math-Trans1,TDC,A8,1ATDC,BOUAYED AYMENE,,(Updated,16/11/2023 16,43),,,
2023-11-27:,08:00:00,11:00:00,Telecom1,TP2,C1,1ATP2,CAPALLERA FLORENCE,,(Updated,09/11/2023 11,32),,,
2023-10-23:,11:30:00,13:30:00,Syst1,TDA,B3,1ATDA,JACQUET FREDERIQUE,,(Updated,10/10/2023 13,24),,,
2023-12-14:,12:00:00,15:00:00,Telecom1,TP1,C1,1ATP1,CAPALLERA FLORENCE,,(Updated,20/11/2023 10,17),,,
2023-12-01:,07:00:00,09:00:00,SAE14,TP5,B7,1ATP5,BEIGNON D AGOSTINO LAURE,,(Updated,27/11/2023 10,57),,,
2023-11-09:,09:00:00,11:00:00,Com1,TP3,B7,1ATP3,GIRAUD NADINE,,(Updated,07/11/2023 17,02),,,
2023-10-02:,11:30:00,13:30:00,Com1,TDA,B7,1ATDA,GIRAUD NADINE,,(Updated,25/09/2023 13,26),,,
2023-11-27:,15:00:00,18:00:00,Archi-Sys1,TP2,B3,1ATP2,PERRIOT ROMAIN,,(Updated,20/11/2023 10,15),,,
2023-11-14:,14:30:00,16:30:00,SAE12,TDB-PT,"C7,B8",1ATDB,,(Updated,16/10/2023 19,12),,,,
2023-10-19:,07:00:00,08:00:00,SAE11,TP3,B7,1ATP3,GIRAUD NADINE,,(Updated,17/10/2023 10,35),,,
2023-11-17:,07:00:00,09:00:00,Archi-Rés1,TDA,B3,1ATDA,HERNANDEZ SEBASTIEN,,(Updated,16/11/2023 12,44),,,
2023-10-19:,11:30:00,13:30:00,Prog1,TP2,B3,1ATP2,ZAYENE MARIEM,,(Updated,28/09/2023 11,08),,,
2023-10-23:,06:00:00,08:00:00,Elec1,TDB,A8,1ATDB,CAPALLERA FLORENCE,,(Updated,20/10/2023 17,02),,,
2024-02-02:,07:00:00,09:00:00,Math-Num2,TDA,A5,1ATDA,BENGANA FAYCAL,,(Updated,08/01/2024 18,12),,,
2023-09-26:,06:00:00,08:00:00,Prog1,TDB,B3,1ATDB,SIGURET ARNAUD,,(Updated,24/08/2023 19,29),,,
2023-09-25:,07:00:00,08:00:00,Elec1,Cours,A5-A5bis,1A,CAPALLERA FLORENCE,,(Updated,24/08/2023 19,23),,,
2023-11-23:,07:00:00,08:00:00,Soutien Télécoms,,,1ATDC,,(Updated,15/11/2023 16,13),,,,
2023-11-28:,15:00:00,17:00:00,Prog1,TP1,C5,1ATP1,SIGURET ARNAUD,,(Updated,28/11/2023 17,07),,,
2023-12-05:,07:00:00,09:00:00,Math-Trans1,TDA,A5,1ATDA,COURSIMAULT DAVID,,(Updated,29/11/2023 10,44),,,
2023-12-15:,12:00:00,14:00:00,Soutien math/info,,"A5bis,C5",1ATDA,,(Updated,11/12/2023 16,53),,,,
2023-11-21:,15:00:00,17:00:00,Soutien math/info,,"A5bis,B3",1ATDA,,(Updated,20/11/2023 09,47),,,,
2024-01-09:,12:00:00,15:00:00,RLAN1,TP3,B8,1ATP3,HERNANDEZ SEBASTIEN,,(Updated,27/11/2023 14,57),,,
2023-09-18:,13:30:00,15:30:00,Math-Signal1,TDB,A5bis,1ATDB,COURSIMAULT DAVID,,(Updated,11/09/2023 15,41),,,
2023-09-21:,06:00:00,08:00:00,Init-Rés1,TDA,B8,1ATDA,FREITAS ANTONIO,,(Updated,25/09/2023 12,18),,,
2023-12-04:,14:30:00,17:30:00,Archi-Sys1,TP5,B6,1ATP5,PERRIOT ROMAIN,,(Updated,09/11/2023 12,57),,,
2023-12-08:,09:00:00,11:00:00,SAE13,TDB-PT,"A5,B8",1ATDB,,(Updated,27/11/2023 12,48),,,,
2023-09-29:,08:00:00,10:00:00,SAE11,TDA,B3,1ATDA,JACQUET FREDERIQUE,,(Updated,24/08/2023 19,14),,,
2024-01-15:,15:00:00,18:00:00,RLAN1,TP4,B8,1ATP4,CHEBBI SAMAR,,(Updated,27/11/2023 15,28),,,
2023-12-01:,12:00:00,14:00:00,Syst1 Exam,TP5,C5,1ATP5,JACQUET FREDERIQUE,,(Updated,30/11/2023 15,30),,,
2023-10-12:,08:00:00,10:00:00,Syst1,TP4,B3,1ATP4,WEZL MICHAEL,,(Updated,03/10/2023 11,00),,,
2023-11-20:,12:30:00,14:30:00,SAE14,TDA,B3,1ATDA,HABACHI OUSSAMA,,(Updated,09/11/2023 10,22),,,
2023-12-05:,15:00:00,18:00:00,Archi-Rés1,TP4,C1bis,1ATP4,FREITAS ANTONIO,,(Updated,09/11/2023 12,50),,,
2023-10-11:,11:30:00,13:30:00,SAE13,TDB-PT,"B6,B8",1ATDB,,(Updated,06/10/2023 11,22),,,,
2023-10-05:,06:00:00,08:00:00,Syst1,TP4,B3,1ATP4,WEZL MICHAEL,,(Updated,29/09/2023 18,17),,,
2023-10-23:,11:30:00,13:30:00,SAE12,TDB-PT,"B6,B8",1ATDB,,(Updated,19/10/2023 13,39),,,,
2023-10-17:,14:30:00,15:30:00,SAE11,TP2,B7,1ATP2,GIRAUD NADINE,,(Updated,28/09/2023 11,32),,,
2024-01-08:,14:30:00,16:30:00,Anglais1,TP5,Labo multimédia A105,1ATP5,GORDON NATHALIE,,(Updated,03/12/2023 13,21),,,
2023-11-21:,12:00:00,15:00:00,Elec1,TP2,C1,1ATP2,CAPALLERA FLORENCE,,(Updated,15/11/2023 16,13),,,
2023-11-22:,15:00:00,17:00:00,Web1,TDB,B3,1ATDB,HABACHI OUSSAMA,,(Updated,13/11/2023 17,35),,,
2023-11-06:,14:30:00,16:30:00,Anglais1,TP3,Labo multimédia A105,1ATP3,GORDON NATHALIE,,(Updated,21/10/2023 13,33),,,
2023-10-10:,11:30:00,13:30:00,Anglais1,TDA,Labo multimédia A105,1ATDA,BEIGNON D AGOSTINO LAURE,,(Updated,10/10/2023 12,21),,,
2023-12-21:,08:00:00,11:00:00,SAE13,TP3,C1,1ATP3,CAPALLERA FLORENCE,,(Updated,09/11/2023 17,01),,,
2023-09-12:,13:30:00,15:30:00,Com1,TDA,B7,1ATDA,GIRAUD NADINE,,(Updated,10/07/2023 13,02),,,
2023-10-18:,11:30:00,13:30:00,SAE13,TDA-PT,"C1,A8",1ATDA,,(Updated,05/10/2023 18,46),,,,
2024-01-23:,07:00:00,09:00:00,SAE15,TDA-PT,"B4,C5",1ATDA,,(Updated,27/11/2023 16,23),,,,
2023-10-27:,11:30:00,14:30:00,Elec1,TP2,B1bis,1ATP2,CAPALLERA FLORENCE,,(Updated,20/10/2023 17,03),,,
2023-12-13:,07:00:00,09:00:00,Math-Trans1,TDC,A8,1ATDC,MATAR HOUSSEIN,,(Updated,09/11/2023 16,27),,,
2024-01-23:,07:00:00,09:00:00,PPP1,TDB,B7,1ATDB,GIRAUD NADINE,,(Updated,27/11/2023 15,29),,,
2023-10-23:,08:00:00,10:00:00,Syst1,TDC,C5,1ATDC,JACQUET FREDERIQUE,,(Updated,10/10/2023 18,31),,,
2023-12-18:,08:00:00,11:00:00,SAE13,TP5,C1,1ATP5,CAPALLERA FLORENCE,,(Updated,09/11/2023 17,03),,,
2024-01-11:,09:00:00,11:00:00,Prog1,TP5,B8,1ATP5,SIGURET ARNAUD,,(Updated,27/11/2023 15,02),,,
2023-09-26:,11:30:00,13:30:00,Prog1,TDA,B3,1ATDA,SIGURET ARNAUD,,(Updated,07/07/2023 13,33),,,
2023-11-09:,14:30:00,16:30:00,Com1,TP4,B7,1ATP4,GIRAUD NADINE,,(Updated,27/10/2023 10,36),,,
2023-12-08:,15:00:00,17:00:00,Soutien math/info,,"B6,A5",1ATDA,,(Updated,04/12/2023 14,44),,,,
2023-11-13:,14:30:00,16:30:00,Com1,TP2,B7,1ATP2,GIRAUD NADINE,,(Updated,16/10/2023 19,13),,,
2023-09-29:,08:00:00,10:00:00,Telecom1,TDC,A5,1ATDC,CAPALLERA FLORENCE,,(Updated,24/09/2023 18,40),,,
2024-01-16:,09:00:00,11:00:00,PPP1,TDA,B7,1ATDA,GIRAUD NADINE,,(Updated,27/11/2023 15,58),,,
2023-11-08:,07:00:00,09:00:00,Com1,TP2,B7,1ATP2,GIRAUD NADINE,,(Updated,13/10/2023 11,31),,,
2023-11-30:,09:00:00,11:00:00,Syst1 Exam,TP2,C5,1ATP2,JACQUET FREDERIQUE,,(Updated,23/11/2023 10,34),,,
2023-09-13:,09:00:00,10:00:00,Soutenances LPro,,B7,1ATP4,,(Updated,10/07/2023 18,32),,,,
2023-11-30:,09:00:00,11:00:00,Syst1 Exam,TP1,B3,1ATP1,WEZL MICHAEL,,(Updated,23/11/2023 10,33),,,
2024-01-09:,15:00:00,18:00:00,Archi-Rés1,TP3,B8,1ATP3,DELOS HUGO,,(Updated,27/11/2023 14,52),,,
2023-12-05:,12:00:00,15:00:00,Archi-Rés1,TP2,C7,1ATP2,HERNANDEZ SEBASTIEN,,(Updated,09/11/2023 13,01),,,
2023-11-15:,15:30:00,18:30:00,Init-Rés1,TP1,C1bis,1ATP1,BROS LAURENT,,(Updated,28/09/2023 11,04),,,
2024-01-12:,09:00:00,11:00:00,SAE14,TP1,B2,1ATP1,BEIGNON D AGOSTINO LAURE,,(Updated,27/11/2023 15,54),,,
2023-09-28:,13:30:00,15:30:00,Prog1,TP2,C5,1ATP2,ZAYENE MARIEM,,(Updated,24/08/2023 19,32),,,
2023-10-11:,13:30:00,15:30:00,Com1,TDB,B7,1ATDB,GIRAUD NADINE,,(Updated,28/09/2023 11,13),,,
2024-01-11:,12:30:00,14:30:00,Anglais1,TP3,B2,1ATP3,BEIGNON D AGOSTINO LAURE,,(Updated,11/12/2023 09,42),,,
2023-09-13:,06:00:00,08:00:00,Prog1,TDC,C5,1ATDC,PERRIOT ROMAIN,,(Updated,12/09/2023 16,45),,,
2024-01-30:,14:30:00,16:30:00,Anglais2,TDB,,1ATDB,GORDON NATHALIE,,(Updated,08/01/2024 18,28),,,
2023-10-09:,11:30:00,13:30:00,Prog1,TP4,C5,1ATP4,PERRIOT ROMAIN,,(Updated,03/10/2023 17,50),,,
2023-10-12:,06:00:00,08:00:00,Math-Signal1,TDC,A8,1ATDC,BOUAYED AYMENE,,(Updated,10/10/2023 11,17),,,
2023-09-22:,11:30:00,13:30:00,Telecom1,TDA,A5bis,1ATDA,CAPALLERA FLORENCE,,(Updated,11/07/2023 17,13),,,
2023-11-29:,14:30:00,16:30:00,PPP1,TDC,B2,1ATDC,MAYET KARINE,,(Updated,20/11/2023 10,41),,,
2023-10-12:,08:00:00,10:00:00,SAE11,TDA,B7,1ATDA,GIRAUD NADINE,,(Updated,03/10/2023 11,24),,,
2023-12-01:,09:00:00,11:00:00,Math-Trans1,TDC,A6,1ATDC,BOUAYED AYMENE,,(Updated,27/11/2023 10,58),,,
2024-01-31:,09:00:00,11:00:00,Com2,TDB,B7,1ATDB,GIRAUD NADINE,,(Updated,09/01/2024 10,23),,,
2024-01-08:,09:00:00,11:00:00,SAE15,TDA-PT,"C7,B3",1ATDA,,(Updated,18/12/2023 10,33),,,,
2024-01-15:,12:00:00,15:00:00,RLAN1,TP2,C7,1ATP2,FREITAS ANTONIO,,(Updated,27/11/2023 14,57),,,
2024-02-01:,14:30:00,16:30:00,Internet2,TDB,A5bis,1ATDB,HERNANDEZ SEBASTIEN,,(Updated,09/01/2024 10,18),,,
2023-10-10:,11:30:00,13:30:00,Syst1,TDB,B3,1ATDB,JACQUET FREDERIQUE,,(Updated,03/10/2023 17,56),,,
2023-12-19:,15:00:00,17:00:00,Anglais1,TP2,Labo multimédia A105,1ATP2,GORDON NATHALIE,,(Updated,13/11/2023 13,03),,,
2023-11-15:,15:00:00,18:00:00,Elec1,TP4,C1,1ATP4,CAPALLERA FLORENCE,,(Updated,13/11/2023 09,42),,,
2023-12-21:,08:00:00,11:00:00,Archi-Rés1,TP5,B8,1ATP5,FREITAS ANTONIO,,(Updated,09/11/2023 16,47),,,
2023-09-28:,08:00:00,10:00:00,Com1,TDC,B7,1ATDC,GIRAUD NADINE,,(Updated,11/09/2023 17,17),,,
2023-10-05:,13:30:00,15:30:00,Prog1,TP3,B1bis,1ATP3,ZAYENE MARIEM,,(Updated,03/10/2023 11,32),,,
2024-01-09:,07:00:00,09:00:00,Prog1,TP2,C5,1ATP2,ZAYENE MARIEM,,(Updated,27/11/2023 15,02),,,
2023-12-07:,08:00:00,11:00:00,Telecom1,TP5,C1,1ATP5,CAPALLERA FLORENCE,,(Updated,24/11/2023 11,29),,,
2023-11-29:,07:00:00,09:00:00,SAE14,TP2,B2,1ATP2,BEIGNON D AGOSTINO LAURE,,(Updated,13/11/2023 12,09),,,
2023-12-08:,09:00:00,11:00:00,Math-Trans1,TDC,A8,1ATDC,MATAR HOUSSEIN,,(Updated,13/11/2023 17,18),,,
2023-10-23:,08:00:00,10:00:00,Web1,TDB,B3,1ATDB,HABACHI OUSSAMA,,(Updated,10/10/2023 18,34),,,
2023-11-28:,08:00:00,09:00:00,RLAN1,Cours,A5-A5bis,1A,FREITAS ANTONIO,,(Updated,15/11/2023 15,53),,,
2023-11-24:,12:30:00,14:30:00,Math-Trans1,TDA,A8,1ATDA,COURSIMAULT DAVID,,(Updated,31/10/2023 18,49),,,
2023-11-07:,14:30:00,16:30:00,SAE12,TDB,B3,1ATDB,FREITAS ANTONIO,,(Updated,18/10/2023 10,29),,,
2023-09-14:,11:30:00,13:30:00,PPP1,TDA,B7,1ATDA,GIRAUD NADINE,,(Updated,08/09/2023 11,48),,,
2023-10-16:,08:00:00,10:00:00,SAE13,TDB,A8,1ATDB,CAPALLERA FLORENCE,,(Updated,13/11/2023 16,54),,,
2023-11-16:,09:00:00,11:00:00,Syst1,TP4,C5,1ATP4,WEZL MICHAEL,,(Updated,16/10/2023 19,03),,,
2023-09-20:,08:00:00,10:00:00,Syst1,TDC,B3,1ATDC,JACQUET FREDERIQUE,,(Updated,08/09/2023 17,15),,,
2023-11-23:,08:00:00,09:00:00,Soutien Télécoms,,"B3,A5",1ATDB,CAPALLERA FLORENCE,,(Updated,15/11/2023 16,08),,,
2024-01-19:,12:30:00,15:30:00,SAE13,TP2,C1,1ATP2,CAPALLERA FLORENCE,,(Updated,27/11/2023 16,21),,,
2023-12-07:,14:30:00,16:30:00,Anglais1,TP4,Labo multimédia A105,1ATP4,GORDON NATHALIE,,(Updated,13/11/2023 13,03),,,
2023-11-16:,14:30:00,16:30:00,Anglais1,TP4,B2,1ATP4,BEIGNON D AGOSTINO LAURE,,(Updated,09/11/2023 12,12),,,
2024-01-26:,07:30:00,09:30:00,SAE13-Examen,,Salle examen MPC003,1A,CAPALLERA FLORENCE,,(Updated,27/11/2023 15,54),,,
2024-01-29:,14:30:00,16:30:00,Anglais2,TP1,B2,1ATP1,BEIGNON D AGOSTINO LAURE,,(Updated,09/01/2024 10,28),,,
2023-12-06:,12:30:00,14:30:00,SAE14,TDC-PT,"B4,B6",1ATDC,,(Updated,20/11/2023 10,44),,,,
2023-11-30:,12:30:00,14:30:00,SAE14,TP3,B2,1ATP3,BEIGNON D AGOSTINO LAURE,,(Updated,09/11/2023 15,38),,,
2023-12-14:,07:00:00,09:00:00,Archi-Rés1,Examen,Salle examen MPC003,1A,FREITAS ANTONIO,,(Updated,02/11/2023 12,05),,,
2023-11-15:,12:30:00,14:30:00,Prog1,TP4,B6,1ATP4,PERRIOT ROMAIN,,(Updated,16/10/2023 19,05),,,
2024-01-16:,12:30:00,14:30:00,PPP1,TDB,B7,1ATDB,GIRAUD NADINE,,(Updated,27/11/2023 15,58),,,
2023-10-12:,06:00:00,08:00:00,SAE12,TP3,B8,1ATP3,FREITAS ANTONIO,,(Updated,03/10/2023 11,00),,,
2023-10-03:,13:30:00,15:30:00,Com1,TDC,B7,1ATDC,GIRAUD NADINE,,(Updated,25/09/2023 13,52),,,
